ID,ประเภท,คำถาม,แนวทางคำตอบ,ประเด็นสำคัญ
14,v_trans_all_point,อ่างเก็บน้ำคลองข้างในปริมาณน้ำเก็บกักสูงสุดสัปดาห์ที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล qstore ของ อ่างเก็บน้ำคลองข้างใน จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าปริมาณน้ำเก็บกักสูงสุด หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|คลองข้างใน|น้ำเก็บกักสูงสุด|สัปดาห์ที่แล้ว|ลบ.ม.
15,v_trans_all_point,อ่างเก็บน้ำห้วยแม่ท้อปริมาณน้ำใช้การเดือนที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล qusage_curr ของ อ่างเก็บน้ำห้วยแม่ท้อ จาก v_trans_all ในช่วงเดือนที่แล้ว (ข้อมูลย้อนหลัง 30 วัน) แล้วแสดงค่าปริมาณน้ำใช้การวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยแม่ท้อ|น้ำใช้การ|เดือนที่แล้ว|ลบ.ม.
16,v_trans_all_point,อ่างเก็บน้ำห้วยแม่ท้อปริมาณน้ำไหลเข้าสะสม วันนี้เป็นเท่าไหร่?,ดึงข้อมูล inflow_cumulative_year ของ อ่างเก็บน้ำห้วยแม่ท้อ จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าปริมาณน้ำไหลเข้าสะสม หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยแม่ท้อ|น้ำไหลเข้าสะสม|วันนี้|ลบ.ม.
17,v_trans_all_point,อ่างเก็บน้ำห้วยแม่ท้อปริมาณน้ำเก็บกักเดือนที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล qstore_curr ของ อ่างเก็บน้ำห้วยแม่ท้อ จาก v_trans_all ในช่วงเดือนที่แล้ว (ข้อมูลย้อนหลัง 30 วัน) แล้วแสดงค่าปริมาณน้ำเก็บกักวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยแม่ท้อ|น้ำเก็บกักวันนี้|เดือนที่แล้ว|ลบ.ม.
18,v_trans_all_point,อ่างเก็บน้ำห้วยแม่ท้อปริมาณความจุสูงสุดวันนี้เป็นเท่าไหร่?,ดึงข้อมูล qmax ของ อ่างเก็บน้ำห้วยแม่ท้อ จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าปริมาณความจุสูงสุด หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยแม่ท้อ|ความจุสูงสุด|วันนี้|ลบ.ม.
19,v_trans_all_point,อ่างเก็บน้ำแม่สายปริมาณน้ำระบายวันนี้เป็นเท่าไหร่?,ดึงข้อมูล outflow_curr ของ อ่างเก็บน้ำแม่สาย จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าปริมาณน้ำระบายวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|แม่สาย|น้ำระบาย|วันนี้|ลบ.ม.
20,v_trans_all_point,อ่างเก็บน้ำแม่สายปริมาณน้ำเก็บกักวันนี้เป็นเท่าไหร่?,ดึงข้อมูล qstore_curr ของ อ่างเก็บน้ำแม่สาย จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าปริมาณน้ำเก็บกักวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|แม่สาย|น้ำเก็บกัก|วันนี้|ลบ.ม.
21,v_trans_all_point,อ่างเก็บน้ำแม่สายปริมาณน้ำใช้การเมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล qusage_curr ของ อ่างเก็บน้ำแม่สาย จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าปริมาณน้ำใช้การวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|แม่สาย|น้ำใช้การ|เมื่อวาน|ลบ.ม.
22,v_trans_all_point,อ่างเก็บน้ำแม่สายระดับน้ำสัปดาห์ที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล ulevel_curr ของ อ่างเก็บน้ำแม่สาย จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าระดับน้ำวันนี้ หน่วย ม.,อ่างเก็บน้ำ|แม่สาย|ระดับน้ำ|สัปดาห์ที่แล้ว|ม.
23,v_trans_all_point,อ่างเก็บน้ำห้วยทรวงปริมาณน้ำเก็บกักสูงสุดสัปดาห์ที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล qstore ของ อ่างเก็บน้ำห้วยทรวง จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าปริมาณน้ำเก็บกักสูงสุด หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยทรวง|น้ำเก็บกักสูงสุด|สัปดาห์ที่แล้ว|ลบ.ม.
24,v_trans_all_point,อ่างเก็บน้ำห้วยทรวงระดับน้ำเดือนที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล ulevel_curr ของ อ่างเก็บน้ำห้วยทรวง จาก v_trans_all ในช่วงเดือนที่แล้ว (ข้อมูลย้อนหลัง 30 วัน) แล้วแสดงค่าระดับน้ำวันนี้ หน่วย ม.,อ่างเก็บน้ำ|ห้วยทรวง|ระดับน้ำ|เดือนที่แล้ว|ม.
25,v_trans_all_point,อ่างเก็บน้ำห้วยทรวงปริมาณน้ำระบายสะสม สัปดาห์ที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล outflow_cumulative_year ของ อ่างเก็บน้ำห้วยทรวง จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าปริมาณน้ำระบายสะสม หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยทรวง|น้ำระบายสะสม|สัปดาห์ที่แล้ว|ลบ.ม.
26,v_trans_all_point,อ่างเก็บน้ำห้วยทรวงร้อยละน้ำเก็บกักเมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล percent_qstore_curr ของ อ่างเก็บน้ำห้วยทรวง จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าร้อยละน้ำเก็บกักวันนี้ หน่วย %,อ่างเก็บน้ำ|ห้วยทรวง|ร้อยละ|น้ำเก็บกัก|เมื่อวาน|%
27,v_trans_all_point,อ่างเก็บน้ำห้วยป่าบงปริมาณน้ำใช้การวันนี้เป็นเท่าไหร่?,ดึงข้อมูล qusage_curr ของ อ่างเก็บน้ำห้วยป่าบง จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าปริมาณน้ำใช้การวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยป่าบง|น้ำใช้การ|วันนี้|ลบ.ม.
28,v_trans_all_point,อ่างเก็บน้ำห้วยป่าบงปริมาณน้ำระบายสะสม เมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล outflow_cumulative_year ของ อ่างเก็บน้ำห้วยป่าบง จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าปริมาณน้ำระบายสะสม หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยป่าบง|น้ำระบายสะสม|เมื่อวาน|ลบ.ม.
29,v_trans_all_point,อ่างเก็บน้ำห้วยป่าบงระดับน้ำเมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล ulevel_curr ของ อ่างเก็บน้ำห้วยป่าบง จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าระดับน้ำวันนี้ หน่วย ม.,อ่างเก็บน้ำ|ห้วยป่าบง|ระดับน้ำ|เมื่อวาน|ม.
30,v_trans_all_point,อ่างเก็บน้ำห้วยป่าบงปริมาณน้ำเก็บกักเมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล qstore_curr ของ อ่างเก็บน้ำห้วยป่าบง จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าปริมาณน้ำเก็บกักวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยป่าบง|น้ำเก็บกักวันนี้|เมื่อวาน|ลบ.ม.
31,v_trans_all_point,อ่างเก็บน้ำห้วยแม่สำปริมาณน้ำไหลเข้าสัปดาห์ที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล inflow_curr ของ อ่างเก็บน้ำห้วยแม่สำ จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าปริมาณน้ำไหลเข้าวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยแม่สำ|น้ำไหลเข้าวันนี้|สัปดาห์ที่แล้ว|ลบ.ม.
32,v_trans_all_point,อ่างเก็บน้ำห้วยแม่สำร้อยละน้ำเก็บกักวันนี้เป็นเท่าไหร่?,ดึงข้อมูล percent_qstore_curr ของ อ่างเก็บน้ำห้วยแม่สำ จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าร้อยละน้ำเก็บกักวันนี้ หน่วย %,อ่างเก็บน้ำ|ห้วยแม่สำ|ร้อยละ|น้ำเก็บกัก|วันนี้|%
33,v_trans_all_point,อ่างเก็บน้ำห้วยแม่สำปริมาณน้ำเก็บกักเมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล qstore_curr ของ อ่างเก็บน้ำห้วยแม่สำ จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าปริมาณน้ำเก็บกักวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|ห้วยแม่สำ|น้ำเก็บกักวันนี้|เมื่อวาน|ลบ.ม.
34,v_trans_all_point,อ่างเก็บน้ำห้วยแม่สำระดับน้ำวันนี้เป็นเท่าไหร่?,ดึงข้อมูล ulevel_curr ของ อ่างเก็บน้ำห้วยแม่สำ จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าระดับน้ำวันนี้ หน่วย ม.,อ่างเก็บน้ำ|ห้วยแม่สำ|ระดับน้ำ|วันนี้|ม.
35,v_trans_all_point,อ่างเก็บน้ำแม่กองค่ายปริมาณน้ำใช้การเมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล qusage_curr ของ อ่างเก็บน้ำแม่กองค่าย จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าปริมาณน้ำใช้การวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|แม่กองค่าย|น้ำใช้การ|เมื่อวาน|ลบ.ม.
36,v_trans_all_point,อ่างเก็บน้ำแม่กองค่ายร้อยละน้ำเก็บกักสัปดาห์ที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล percent_qstore_curr ของ อ่างเก็บน้ำแม่กองค่าย จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าร้อยละน้ำเก็บกักวันนี้ หน่วย %,อ่างเก็บน้ำ|แม่กองค่าย|ร้อยละ|น้ำเก็บกัก|สัปดาห์ที่แล้ว|%
37,v_trans_all_point,อ่างเก็บน้ำแม่กองค่ายปริมาณน้ำเก็บกักเมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล qstore_curr ของ อ่างเก็บน้ำแม่กองค่าย จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าปริมาณน้ำเก็บกักวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|แม่กองค่าย|น้ำเก็บกักวันนี้|เมื่อวาน|ลบ.ม.
38,v_trans_all_point,อ่างเก็บน้ำแม่กองค่ายปริมาณน้ำเก็บกักสูงสุดเดือนที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล qstore ของ อ่างเก็บน้ำแม่กองค่าย จาก v_trans_all ในช่วงเดือนที่แล้ว (ข้อมูลย้อนหลัง 30 วัน) แล้วแสดงค่าปริมาณน้ำเก็บกักสูงสุด หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|แม่กองค่าย|น้ำเก็บกักสูงสุด|เดือนที่แล้ว|ลบ.ม.
39,v_trans_all_point,อ่างเก็บน้ำแม่คำปองร้อยละน้ำเก็บกักเมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล percent_qstore_curr ของ อ่างเก็บน้ำแม่คำปอง จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าร้อยละน้ำเก็บกักวันนี้ หน่วย %,อ่างเก็บน้ำ|แม่คำปอง|ร้อยละ|น้ำเก็บกัก|เมื่อวาน|%
40,v_trans_all_point,อ่างเก็บน้ำแม่คำปองปริมาณน้ำไหลเข้าเมื่อวานเป็นเท่าไหร่?,ดึงข้อมูล inflow_curr ของ อ่างเก็บน้ำแม่คำปอง จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าปริมาณน้ำไหลเข้าวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|แม่คำปอง|น้ำไหลเข้าวันนี้|เมื่อวาน|ลบ.ม.
41,v_trans_all_point,อ่างเก็บน้ำแม่คำปองปริมาณน้ำใช้การสูงสุดสัปดาห์ที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล qusage ของ อ่างเก็บน้ำแม่คำปอง จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าปริมาณน้ำใช้การสูงสุด หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|แม่คำปอง|น้ำใช้การสูงสุด|สัปดาห์ที่แล้ว|ลบ.ม.
42,v_trans_all_point,อ่างเก็บน้ำแม่คำปองปริมาณน้ำเก็บกักเดือนที่แล้วเป็นเท่าไหร่?,ดึงข้อมูล qstore_curr ของ อ่างเก็บน้ำแม่คำปอง จาก v_trans_all ในช่วงเดือนที่แล้ว (ข้อมูลย้อนหลัง 30 วัน) แล้วแสดงค่าปริมาณน้ำเก็บกักวันนี้ หน่วย ล้าน ลบ.ม.,อ่างเก็บน้ำ|แม่คำปอง|น้ำเก็บกักวันนี้|เดือนที่แล้ว|ลบ.ม.
43,v_trans_all_point,สถานีบ้านปากร้อง รหัส TP.110 จ.ตาก ปริมาณฝนสะสมวันนี้อยู่ที่เท่าไหร่?,ดึงข้อมูล rain_sum_now ของสถานี บ้านปากร้อง (รหัส TP.110) จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าปริมาณฝนสะสมในวัน หน่วย ม.ม.,บ้าน|ปากร้อง|ฝนสะสมในวัน|วันนี้|ม.ม.
44,v_trans_all_point,สถานีบ้านปากร้อง รหัส TP.110 จ.ตาก ระดับน้ำเมื่อวานอยู่ที่เท่าไหร่?,ดึงข้อมูล water_level ของสถานี บ้านปากร้อง (รหัส TP.110) จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าระดับน้ำในวัน หน่วย ม.,บ้าน|ปากร้อง|ระดับน้ำในวัน|เมื่อวาน|ม.
45,v_trans_all_point,สถานีบ้านวังผา รหัส TSW.06 จ.ตาก ปริมาณฝนสะสมสัปดาห์ที่แล้วอยู่ที่เท่าไหร่?,ดึงข้อมูล rain_sum_now ของสถานี บ้านวังผา (รหัส TSW.06) จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าปริมาณฝนสะสมในวัน หน่วย ม.ม.,บ้าน|วังผา|ฝนสะสมในวัน|สัปดาห์ที่แล้ว|ม.ม.
46,v_trans_all_point,สถานีบ้านวังผา รหัส TSW.06 จ.ตาก ระดับน้ำแจ้งเตือนวันนี้อยู่ที่เท่าไหร่?,ดึงข้อมูล water_level_warning ของสถานี บ้านวังผา (รหัส TSW.06) จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าระดับน้ำแจ้งเตือน หน่วย ม.,บ้าน|วังผา|ระดับน้ำแจ้งเตือน|วันนี้|ม.
47,v_trans_all_point,สถานีบ้านวังผา รหัส TSW.06 จ.ตาก ระดับน้ำวิกฤตสัปดาห์ที่แล้วอยู่ที่เท่าไหร่?,ดึงข้อมูล water_level_critical ของสถานี บ้านวังผา (รหัส TSW.06) จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าระดับน้ำวิกฤต หน่วย ม.,บ้าน|วังผา|ระดับน้ำวิกฤต|สัปดาห์ที่แล้ว|ม.
48,v_trans_all_point,สถานีน้ำยม บ้านท่าชัย รหัส Y.1C จ.สุโขทัย ปริมาณน้ำผ่านวันนี้อยู่ที่เท่าไหร่?,ดึงข้อมูล hydro_water_accel ของสถานี น้ำยม บ้านท่าชัย (รหัส Y.1C) จาก v_trans_all ในช่วงวันนี้ (ข้อมูลล่าสุดของวันนี้) แล้วแสดงค่าปริมาณน้ำผ่านในวัน หน่วย ลบ.ม./วินาที,น้ำยม|บ้านท่าชัย|น้ำผ่านในวัน|วันนี้|ลบ.ม.|วิ
49,v_trans_all_point,สถานีน้ำยม บ้านท่าชัย รหัส Y.1C จ.สุโขทัย ระดับน้ำ รทก. สัปดาห์ที่แล้วอยู่ที่เท่าไหร่?,ดึงข้อมูล hydro_water_level_rtk ของสถานี น้ำยม บ้านท่าชัย (รหัส Y.1C) จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าระดับน้ำ รทก. หน่วย ม.,น้ำยม|บ้านท่าชัย|ระดับน้ำ รทก.|สัปดาห์ที่แล้ว|ม.
50,v_trans_all_point,สถานีหน้าวัดศรีภิรมย์ รหัส P.15 จ.กำแพงเพชร ระดับน้ำวิกฤตเมื่อวานอยู่ที่เท่าไหร่?,ดึงข้อมูล hydro_level_critical ของสถานี หน้าวัดศรีภิรมย์ (รหัส P.15) จาก v_trans_all ในช่วงเมื่อวาน (ข้อมูลย้อนหลัง 1 วัน) แล้วแสดงค่าระดับน้ำวิกฤต หน่วย ม.,หน้าวัด|ศรีภิรมย์|ระดับน้ำวิกฤต|เมื่อวาน|ม.
51,v_trans_all_point,สถานีหน้าวัดศรีภิรมย์ รหัส P.15 จ.กำแพงเพชร ระดับน้ำ รทก. สัปดาห์ที่แล้วอยู่ที่เท่าไหร่?,ดึงข้อมูล hydro_water_level_rtk ของสถานี หน้าวัดศรีภิรมย์ (รหัส P.15) จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าระดับน้ำ รทก. หน่วย ม.,หน้าวัด|ศรีภิรมย์|ระดับน้ำ รทก.|สัปดาห์ที่แล้ว|ม.
52,v_trans_all_point,สถานีบ้านกง รหัส Y.15 จ.สุโขทัย ระดับน้ำ รทก. สัปดาห์ที่แล้วอยู่ที่เท่าไหร่?,ดึงข้อมูล hydro_water_level_rtk ของสถานี บ้านกง (รหัส Y.15) จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าระดับน้ำ รทก. หน่วย ม.,บ้าน|กง|ระดับน้ำ รทก.|สัปดาห์ที่แล้ว|ม.
53,v_trans_all_point,สถานีบ้านกง รหัส Y.15 จ.สุโขทัย ระดับน้ำ รสม. เดือนที่แล้วอยู่ที่เท่าไหร่?,ดึงข้อมูล hydro_water_level_rsm ของสถานี บ้านกง (รหัส Y.15) จาก v_trans_all ในช่วงเดือนที่แล้ว (ข้อมูลย้อนหลัง 30 วัน) แล้วแสดงค่าระดับน้ำ รสม. ในวัน หน่วย ม.,บ้าน|กง|ระดับน้ำ รสม. ในวัน|เดือนที่แล้ว|ม.
54,v_trans_all_point,สถานีบ้านปางมะค่า รหัส Ct.5A จ.กำแพงเพชร ระดับน้ำ รสม. สัปดาห์ที่แล้วอยู่ที่เท่าไหร่?,ดึงข้อมูล hydro_water_level_rsm ของสถานี บ้านปางมะค่า (รหัส Ct.5A) จาก v_trans_all ในช่วงสัปดาห์ที่แล้ว (ข้อมูลย้อนหลัง 7 วัน) แล้วแสดงค่าระดับน้ำ รสม. ในวัน หน่วย ม.,บ้าน|ปางมะค่า|ระดับน้ำ รสม. ในวัน|สัปดาห์ที่แล้ว|ม.
